"","species_ID","species_name"
"30148",18363,"Prosciurillus leucomus"
"30160",20052,"Scotinomys teguina"
"30165",45072,"Praomys petteri"
"30167",44855,"Pipistrellus musciculus"
"30170",12073,"Liomys adspersus"
"30171",17320,"Pipistrellus abramus"
"30196",7902,"Epomophorus grandis"
"30198",14962,"Nyctimene albiventer"
"30230",42636,"Phenacomys intermedius"
"30237",19417,"Reithrodontomys sumichrasti"
"30240",19413,"Reithrodontomys montanus"
"30241",5575,"Crocidura manengubae"
"30244",19823,"Saguinus oedipus"
"30245",136444,"Crocidura caspica"
"30246",135485,"Hipposideros vittatus"
"30252",20953,"Sturnira lilium"
"30260",39896,"Nomascus siki"
"30262",136843,"Lepilemur ahmansonorum"
"30263",851,"Allactaga balikunica"
"30264",21210,"Sylvilagus mansuetus"
"30265",19574,"Rhinolophus trifoliatus"
"30280",136829,"Myoictis wavicus"
"30281",136575,"Thomasomys onkiro"
"30282",136600,"Hipposideros pelingensis"
"30289",14157,"Myotis evotis"
"30290",136622,"Lepilemur mittermeieri"
"30291",136570,"Neacomys minutus"
"30292",15140,"Oecomys rutilus"
"30293",5144,"Colobus polykomos"
"30294",17350,"Pipistrellus minahassae"
"30295",136355,"Thrichomys inermis"
"30296",14830,"Noctilio leporinus"
"30321",17035,"Phodopus campbelli"
"30323",20022,"Sciurus spadiceus"
"30324",41330,"Crocidura littoralis"
"30325",9123,"Gerbillus gerbillus"
"30327",9127,"Gerbillus henleyi"
"30331",6683,"Dipodomys nitratoides"
"30335",14196,"Myotis rosseti"
"30336",136472,"Babyrousa togeanensis"
"30340",15649,"Otomops papuensis"
"30342",19863,"Salpingotus crassicauda"
"30343",2127,"Artibeus fraterculus"
"30344",21381,"Tamiops rodolphii"
"30345",5151,"Colomys goslingi"
"30349",23078,"Juliomys pictipes"
"30350",9149,"Gerbillus simoni"
"30352",20025,"Sciurus vulgaris"
"30988",20890,"Strigocuscus celebensis"
"30992",2610,"Bassaricyon beddardi"
"30993",4068,"Cavia tschudii"
"30994",4007,"Castor fiber"
"31035",41684,"Nasua nasua"
"31036",20058,"Scotomanes ornatus"
"31038",21316,"Tadarida fulminans"
"31055",13493,"Microtus duodecimcostatus"
"31056",41256,"Ochotona cansus"
"31059",1794,"Aonyx congicus"
"31060",21150,"Sundamys infraluteus"
"31064",41777,"Pecari tajacu"
"31068",8245,"Eumops hansae"
"31075",10114,"Hipposideros breviceps"
"31076",17216,"Phyllostomus discolor"
"31078",44990,"Aethomys ineptus"
"31079",5076,"Coelops robinsoni"
"31082",6447,"Dendromus nyikae"
"31084",12559,"Macaca silenus"
"31086",3816,"Capricornis thar"
"31089",18150,"Prionailurus viverrinus"
"31119",18731,"Pteropus leucopterus"
"31124",2149,"Arvicola amphibius"
"31169",6510,"Desmodus rotundus"
"31174",6977,"Phyllomys blainvillii"
"31175",40560,"Macropus agilis"
"31199",136736,"Cryptotis brachyonyx"
"31200",22055,"Tragelaphus oryx"
"31203",22029,"Trachops cirrhosus"
"31205",23036,"Viverra civettina"
"31206",10143,"Hipposideros larvatus"
"31227",136596,"Crocidura hikmiya"
"31229",16900,"Myodes smithii"
"31234",41367,"Crocidura yankariensis"
"31235",41416,"Sorex saussurei"
"31237",136192,"Hipposideros orbiculus"
"31239",136317,"Platyrrhinus nigellus"
"31241",14359,"Chilonatalus micropus"
"31245",136254,"Lepilemur randrianasoloi"
"31246",4651,"Chinchilla chinchilla"
"31247",19529,"Rhinolophus capensis"
"31248",20055,"Scotoecus hirundo"
"31249",20639,"Spilocuscus rufoniger"
"31251",13122,"Mammelomys lanosus"
"31254",18730,"Pteropus insularis"
"31261",40583,"Tarsipes rostratus"
"31262",19381,"Ratufa macroura"
"31267",15664,"Otonyctomys hatti"
"31268",21778,"Thomasomys incanus"
"31270",2398,"Auliscomys sublimis"
"31271",41209,"Nesolagus timminsi"
"31273",41486,"Uropsilus andersoni"
"31274",12937,"Megadendromus nikolausi"
"31276",10139,"Hipposideros inexpectatus"
"31277",14944,"Nycticeius humeralis"
"31278",19363,"Rattus sordidus"
"31290",42452,"Ammospermophilus leucurus"
"31295",7656,"Ellobius talpinus"
"31296",14867,"Notomys alexis"
"31297",54778866,"Cheirogaleus medius"
"31298",10109,"Hipposideros abae"
"31299",13604,"Mogera etigo"
"31300",18760,"Pteropus speciosus"
"31309",19566,"Rhinolophus shameli"
"31311",41502,"Galeopterus variegatus"
"31333",9137,"Gerbillus nigeriae"
"31334",16668,"Peromyscus interparietalis"
"31337",136662,"Lepilemur betsileo"
"31338",136272,"Microcebus mittermeieri"
"31339",17231,"Phyllotis wolffsohni"
"31340",20389,"Sorex sinalis"
"31341",15865,"Pachyuromys duprasi"
"31352",13427,"Microtus californicus"
"31355",21380,"Tamiops maritimus"
"31359",40629,"Crocidura douceti"
"31365",4703,"Calyptophractus retusus"
"31366",14169,"Myotis insularum"
"31367",12595,"Macroglossus sobrinus"
"31379",41382,"Myosorex varius"
"31381",136489,"Rhynchomys tapulao"
"31382",12554,"Macaca mulatta"
"31385",4420,"Chalinolobus neocaledonicus"
"31386",16039,"Paracoelops megalotis"
"31387",17338,"Scotozous dormeri"
"31394",9466,"Graomys edithae"
"31395",136621,"Pedetes surdaster"
"31396",10602,"Hylopetes bartelsi"
"31397",136261,"Euneomys fossor"
"31398",40517,"Thylamys elegans"
"31405",41783,"Axis axis"
"31407",13936,"Murina aenea"
"31409",136353,"Juscelinomys huanchacae"
"31410",12269,"Lonchophylla thomasi"
"31411",19550,"Rhinolophus macrotis"
"31429",41350,"Crocidura pasha"
"31433",6235,"Damaliscus lunatus"
"31452",6990,"Phyllomys unicolor"
"31453",4332,"Chaetodipus goldmani"
"31454",5795,"Ctenomys argentinus"
"31455",9130,"Gerbillus jamesi"
"31456",12947,"Megaerops niphanae"
"31458",136211,"Aotus jorgehernandezi"
"31459",136284,"Mesomys occultus"
"31460",136585,"Moschiola indica"
"31461",14474,"Nectomys rattus"
"31462",219,"Acinonyx jubatus"
"31493",59544947,"Microcebus rufus"
"31494",14820,"Niviventer fulvescens"
"31502",41624,"Suricata suricatta"
"31503",136651,"Rhinolophus siamensis"
"31504",2994,"Brachyteles hypoxanthus"
"31506",21661,"Tetracerus quadricornis"
"31508",42455,"Marmota broweri"
"31509",1559,"Anonymomys mindorensis"
"31510",20485,"Spermophilus madrensis"
"31511",41275,"Lepus brachyurus"
"31524",13369,"Microhydromys richardsoni"
"31526",42661,"Elephantulus intufi"
"31527",4777,"Choloepus didactylus"
"31528",39795,"Macaca siberu"
"31529",1914,"Apomys microdon"
"31533",9672,"Hapalemur aureus"
"31534",16662,"Peromyscus grandis"
"31535",135446,"Ateles fusciceps"
"31537",11506,"Leontopithecus rosalia"
"31538",9136,"Gerbillus nanus"
"31540",18554,"Pseudomys oralis"
"31542",5522,"Cricetomys gambianus"
"31548",14600,"Neotomodon alstoni"
"31555",4212,"Cercopithecus ascanius"
"31564",42630,"Microtus montanus"
"31569",13133,"Melomys rufescens"
"31583",41456,"Notiosorex crawfordi"
"31586",41348,"Crocidura olivieri"
"31588",136679,"Calomys tocantinsi"
"31589",16025,"Cratogeomys castanops"
"31592",19403,"Reithrodontomys burti"
"31593",41654,"Mustela frenata"
"31596",41387,"Sorex bairdi"
"31597",4192,"Cercartetus caudatus"
"31601",8386,"Euroscaptor parvidens"
"31604",13393,"Micropotamogale lamottei"
"31607",41554,"Trachypithecus barbei"
"31608",136198,"Brucepattersonius paradisus"
"31609",5705,"Crunomys fallax"
"31610",16114,"Parahydromys asper"
"31614",165924,"Elephantulus pilicaudus"
"31615",9493,"Graphiurus surdus"
"31616",5567,"Crocidura grassei"
"31617",16722,"Petaurista nobilis"
"31619",10117,"Hipposideros camerunensis"
"31622",4201,"Cercocebus torquatus"
"31623",763,"Akodon toba"
"31624",1903,"Apodemus speciosus"
"31653",21318,"Tadarida ventralis"
"31655",5521,"Cricetomys emini"
"31657",136342,"Tonkinomys daovantieni"
"31658",756,"Akodon serrensis"
"31659",9948,"Herpailurus yagouaroundi"
"31660",23137,"Xenuromys barbatus"
"31661",42464,"Spermophilus beldingi"
"31662",10123,"Hipposideros coxi"
"31663",14586,"Neotoma devia"
"31664",20229,"Simias concolor"
"31668",21203,"Sylvicapra grimmia"
"31671",41524,"Saguinus labiatus"
"31674",14709,"Nesoryzomys swarthi"
"31675",14136,"Myotis sodalis"
"31676",17565,"Platyrrhinus lineatus"
"31679",9276,"Glossophaga morenoi"
"31680",13569,"Miniopterus pusillus"
"31696",136624,"Oecomys auyantepui"
"31697",12704,"Malacomys longipes"
"31701",2053,"Arctocebus aureus"
"31702",19839,"Saimiri vanzolinii"
"31703",1904,"Apodemus sylvaticus"
"31826",41615,"Herpestes naso"
"31828",736,"Akodon iniscatus"
"31845",136778,"Sturnira sorianoi"
"31847",14584,"Neotoma bryanti"
"31848",11499,"Lenothrix canus"
"31854",12304,"Lontra longicaudis"
"31855",19577,"Rhinolophus keyensis"
"31866",17828,"Podogymnura truei"
"31869",10127,"Hipposideros demissus"
"31870",14174,"Myotis levis"
"31871",29461,"Voalavo gymnocaudus"
"31872",136744,"Microcebus simmonsi"
"31873",44936,"Acomys airensis"
"31874",136369,"Avahi meridionalis"
"31875",13699,"Monodelphis rubida"
"31877",136323,"Peromyscus beatae"
"31881",13885,"Mormopterus norfolkensis"
"31883",19762,"Rubrisciurus rubriventer"
"31885",21488,"Tarsius bancanus"
"31891",14086,"Myoictis melas"
"31896",42567,"Sundasciurus mindanensis"
"31897",8256,"Euneomys chinchilloides"
"31900",136743,"Caenolestes condorensis"
"31901",136331,"Aconaemys porteri"
"31902",8998,"Genetta cristata"
"31905",7928,"Eptesicus fuscus"
"31924",13169,"Meriones tamariscinus"
"31926",15651,"Otomys anchietae"
"31927",42593,"Orthogeomys underwoodi"
"31929",136586,"Hipposideros scutinares"
"31930",1581,"Antechinomys laniger"
"31933",29742,"Rangifer tarandus"
"32015",22918,"Varecia variegata"
"32018",15792,"Oxymycterus rufus"
"32020",44166,"Aonyx cinerea"
"32045",4684,"Chiropodomys pusillus"
"32046",29404,"Hylaeamys laticeps"
"32047",29464,"Proechimys kulinae"
"32048",41428,"Episoriculus caudatus"
"32051",18356,"Propithecus coronatus"
"32052",8168,"Eudiscopus denticulus"
"32056",5631,"Crocidura gracilipes"
"32057",20959,"Sturnira thomasi"
"32060",44864,"Myotis punicus"
"32065",18848,"Pudu puda"
"32066",4774,"Choeroniscus minor"
"32068",21349,"Tamandua mexicana"
"32069",1565,"Anoura caudifer"
"32070",11175,"Lagothrix lagotricha"
"32073",11348,"Lasiurus castaneus"
"32074",136699,"Pseudochirulus larvatus"
"32076",15242,"Oligoryzomys arenalis"
"32077",2128,"Artibeus glaucus"
"32081",21789,"Thomasomys rhoadsi"
"32082",41265,"Ochotona macrotis"
"32083",4819,"Chrysocyon brachyurus"
"32089",40023,"Rhinolophus beddomei"
"32092",41507,"Lestoros inca"
"32093",41319,"Crocidura gmelini"
"32094",22844,"Vandeleuria nolthenii"
"32096",5513,"Cremnomys cutchicus"
"32099",7137,"Elephantulus revoilii"
"32100",10863,"Isoodon auratus"
"32107",6220,"Dactylomys boliviensis"
"32108",136473,"Plecotus kolombatovici"
"32144",13982,"Mus shortridgei"
"32149",22573,"Tylomys nudicaudus"
"32150",3611,"Calomys callosus"
"32151",41393,"Sorex daphaenodon"
"32153",136812,"Dendrolagus stellarum"
"32154",1587,"Murexia naso"
"32155",5812,"Ctenomys magellanicus"
"32163",136578,"Crocidura foetida"
"32164",136794,"Brucepattersonius albinasus"
"32165",5113,"Coleura afra"
"32177",40540,"Sarcophilus harrisii"
"32179",15643,"Otolemur crassicaudatus"
"32182",13897,"Moschus moschiferus"
"32184",42562,"Spermophilus saturatus"
"32185",9002,"Geocapromys ingrahami"
"32188",265,"Acomys cineraceus"
"32192",136671,"Vampyressa thyone"
"32195",16375,"Paruromys dominator"
"32196",20479,"Spermophilus annulatus"
"32197",19306,"Raphicerus melanotis"
"32200",139,"Acerodon jubatus"
"32223",10108,"Hipposideros ridleyi"
"32227",136350,"Centronycteris centralis"
"32228",136417,"Hadromys yunnanensis"
"32229",14154,"Myotis cobanensis"
"32230",21329,"Taeromys callitrichus"
"32231",29665,"Sorex isodon"
"32238",13434,"Microtus irani"
"32239",16510,"Pelomys minor"
"32241",3160,"Budorcas taxicolor"
"32245",21220,"Sylvisorex isabellae"
"32248",22605,"Typhlomys cinereus"
"32249",40595,"Tenrec ecaudatus"
"32250",949,"Alticola argentatus"
"32252",41360,"Crocidura tarella"
"32254",42696,"Cebus macrocephalus"
"32255",4218,"Cercopithecus erythrotis"
"32257",42395,"Capreolus capreolus"
"32262",4665,"Chiroderma improvisum"
"32265",741,"Akodon latebricola"
"32266",760,"Akodon subfuscus"
"32267",13411,"Microsciurus mimulus"
"32268",136464,"Ctenomys flamarioni"
"32270",18230,"Procapra przewalskii"
"32277",11186,"Lama guanicoe"
"32284",14143,"Myotis atacamensis"
"32285",19541,"Rhinolophus fumigatus"
"32286",1568,"Anoura latidens"
"32289",40521,"Caenolestes caniventer"
"32290",733,"Akodon fumeus"
"32291",39837,"Semnopithecus hector"
"32292",2532,"Balantiopteryx io"
"32293",4066,"Cavia magna"
"32294",15733,"Ovis ammon"
"32331",16635,"Perognathus flavus"
"32333",20521,"Sphaerias blanfordi"
"32340",21490,"Tarsius pumilus"
"32341",12863,"Mastomys pernanus"
"32342",13380,"Micronycteris minuta"
"32345",21787,"Thomasomys paramorum"
"32346",62013,"Microgale fotsifotsy"
"32348",136271,"Chlorocebus pygerythrus"
"32352",136280,"Mus fragilicauda"
"32354",17343,"Pipistrellus inexspectatus"
"32355",41314,"Microgale pusilla"
"32359",42469,"Spermophilus mollis"
"32361",6562,"Diclidurus ingens"
"32363",8972,"Gazella leptoceros"
"32373",16043,"Paracrocidura maxima"
"32375",41431,"Chodsigoa lamula"
"32379",765,"Necromys urichi"
"32383",13384,"Glyphonycteris sylvestris"
"32389",40537,"Pseudantechinus macdonnellensis"
"32392",5514,"Cremnomys elvira"
"32393",5502,"Crateromys heaneyi"
"32394",6104,"Cynopterus horsfieldii"
"32405",13344,"Microgale longicaudata"
"32407",14207,"Myotis tricolor"
"32409",17831,"Podoxymys roraimae"
"32410",17884,"Pogonomys macrourus"
"32423",14018,"Mustela lutreola"
"32442",21783,"Thomasomys monochromos"
"32443",5640,"Crocidura zimmeri"
"32444",7667,"Emballonura furax"
"32449",16657,"Peromyscus dickeyi"
"32450",19533,"Rhinolophus cognatus"
"32453",3614,"Calomys lepidus"
"32454",7920,"Vespadelus darlingtoni"
"32459",40024,"Mops leucostigma"
"32526",42582,"Tamias speciosus"
"32528",2612,"Bassaricyon pauli"
"32529",4305,"Chaerephon aloysiisabaudiae"
"32531",136231,"Spermophilus pallidicauda"
"32534",16674,"Peromyscus megalops"
"32536",40603,"Echinosorex gymnura"
"32541",42457,"Marmota flaviventris"
"32543",16271,"Parotomys littledalei"
"32544",39315,"Microtus gerbei"
"32545",41691,"Arctogalidia trivirgata"
"32571",11034,"Kobus megaceros"
"32573",10166,"Hipposideros wollastoni"
"32577",17369,"Pipistrellus wattsi"
"32578",23179,"Zaglossus bruijnii"
"32580",3622,"Calomyscus tsolovi"
"32581",21526,"Taterillus lacustris"
"32582",40025,"Triaenops auritus"
"32583",13319,"Microcavia australis"
"32584",44692,"Platymops setiger"
"32585",16042,"Paracrocidura graueri"
"32586",42694,"Saguinus niger"
"32587",21219,"Sylvisorex vulcanorum"
"32589",29606,"Histiotus humboldti"
"32594",743,"Abrothrix longipilis"
"32595",136708,"Mazama nemorivaga"
"32596",15644,"Otolemur garnettii"
"32601",20949,"Sturnira aratathomasi"
"32602",10119,"Hipposideros cineraceus"
"32611",5585,"Crocidura thalia"
"32614",7909,"Epomops franqueti"
"32615",195277,"Tarsius wallacei"
"32617",18943,"Pygeretmus pumilio"
"32620",17370,"Pipistrellus westralis"
"32626",20740,"Stenocephalemys albocaudata"
"32628",45048,"Myosorex zinki"
"32629",5570,"Crocidura latona"
"32630",6822,"Dremomys pernyi"
"32633",7671,"Emballonura atrata"
"32635",136726,"Crocidura baluensis"
"32636",15247,"Oligoryzomys flavescens"
"32637",13644,"Molossus rufus"
"32638",19416,"Reithrodontomys spectabilis"
"32639",4133,"Centurio senex"
"32642",41366,"Crocidura whitakeri"
"32645",20217,"Sigmodon ochrognathus"
"32646",6284,"Dasyprocta leporina"
"32841",4203,"Cercocebus sanjei"
"32843",41685,"Procyon cancrivorus"
"32848",14999,"Nyctomys sumichrasti"
"32849",136387,"Pteropus pelewensis"
"32862",23059,"Vulpes velox"
"32863",5755,"Cryptomys hottentotus"
"32866",40512,"Monodelphis adusta"
"32869",41306,"Lepus granatensis"
"32873",20216,"Sigmodon mascotensis"
"32874",22451,"Tupaia longipes"
"32875",41614,"Herpestes javanicus"
"32886",42627,"Microtus longicaudus"
"32889",10054,"Hippocamelus bisulcus"
"32908",40589,"Oryzorictes hova"
"32909",136470,"Uromys emmae"
"32910",6663,"Diplomys labilis"
"32911",13989,"Mus vulcani"
"32915",41424,"Sorex unguiculatus"
"32938",22805,"Uromys porculus"
"32939",41496,"Tupaia javanica"
"32943",10130,"Hipposideros doriae"
"32946",45097,"Myomyscus verreauxii"
"32947",6691,"Dipodomys ordii"
"32948",136649,"Pipistrellus pygmaeus"
"32974",21466,"Taphozous troughtoni"
"32975",21183,"Syconycteris hobbit"
"32978",22090,"Triaenops persicus"
"32996",12826,"Marmota himalayana"
"32997",10146,"Hipposideros macrobullatus"
"33000",6302,"Daubentonia madagascariensis"
"33002",13433,"Microtus hyperboreus"
"33003",29652,"Crocidura russula"
"33011",39833,"Semnopithecus ajax"
"33012",136800,"Cheirogaleus minusculus"
"33013",15133,"Oecomys concolor"
"33015",14937,"Nycteris tragata"
"33019",41651,"Martes pennanti"
"33022",136376,"Lepilemur aeeclis"
"33023",136781,"Crocidura hutanis"
"33024",62017,"Microgale nasoloi"
"33027",13844,"Mops niangarae"
"33028",9674,"Prolemur simus"
"33031",40789,"Trachypithecus hatinhensis"
"33032",8826,"Galemys pyrenaicus"
"33033",9486,"Graphiurus monardi"
"33034",10605,"Hylopetes phayrei"
"33041",13297,"Marmosa constantiae"
"33042",2130,"Enchisthenes hartii"
"33046",6775,"Dobsonia exoleta"
"33058",18751,"Pteropus poliocephalus"
"33063",13958,"Mus cookii"
"33068",41337,"Crocidura monticola"
"33080",136755,"Antechinus subtropicus"
"33082",41447,"Crocidura nigripes"
"33083",136645,"Lepilemur sahamalazensis"
"33084",136478,"Hipposideros grandis"
"33089",136244,"Marmosa phaea"
"33090",44917,"Neoromicia brunnea"
"33092",40584,"Acrobates pygmaeus"
"33095",9155,"Gerbillus watersi"
"33098",40520,"Thylamys velutinus"
"33099",8203,"Eulemur rubriventer"
"33100",11162,"Lagorchestes hirsutus"
"33103",2124,"Artibeus cinereus"
"33104",41259,"Ochotona dauurica"
"33107",12821,"Marmosops impavidus"
"33109",136577,"Platyrrhinus masu"
"33110",18726,"Pteropus gilliardorum"
"33113",136732,"Dendrolagus notatus"
"33114",7121,"Elaphurus davidianus"
"33118",11352,"Lasiurus intermedius"
"33122",136638,"Heteromys oasicus"
"33124",14135,"Myotis nattereri"
"33149",136615,"Cercocebus agilis"
"33150",14113,"Myosorex rumpii"
"33151",41438,"Suncus lixus"
"33158",14361,"Chilonatalus tumidifrons"
"33163",44786,"Rhinolophus ziama"
"33164",40553,"Isoodon obesulus"
"33187",42456,"Marmota caligata"
"33188",19401,"Reithrodontomys raviventris"
"33196",136290,"Mazama temama"
"33197",41432,"Episoriculus leucops"
"33201",4670,"Chironax melanocephalus"
"33219",4811,"Chrotopterus auritus"
"33220",6234,"Beatragus hunteri"
"33222",8306,"Euphractus sexcinctus"
"33223",16683,"Peromyscus ochraventer"
"33224",40614,"Chimarrogale himalayica"
"33231",41619,"Herpestes vitticollis"
"33233",16658,"Peromyscus difficilis"
"33234",41471,"Scalopus aquaticus"
"33237",13941,"Harpiola grisea"
"33238",136633,"Ctenomys roigi"
"33239",2354,"Atherurus macrourus"
"33246",41766,"Procavia capensis"
"33254",7939,"Vespadelus regulus"
"33258",15093,"Octomys mimax"
"33260",10153,"Hipposideros obscurus"
"33268",136523,"Pseudohydromys germani"
"33269",3612,"Calomys hummelincki"
"33275",19800,"Saccolaimus mixtus"
"33278",4265,"Rucervus eldii"
"33298",9133,"Gerbillus lowei"
"33299",13212,"Mesembriomys macrurus"
"33304",136338,"Delomys collinus"
"33305",136665,"Necromys benefactus"
"33322",15250,"Oligoryzomys longicaudatus"
"34283",11353,"Lasiurus seminolus"
"34288",11350,"Lasiurus ega"
"34290",19605,"Rhipidomys austrinus"
"34291",13643,"Molossops temminckii"
"34292",136641,"Mus cypriacus"
"34293",12827,"Marmota menzbieri"
"34294",3906,"Carollia subrufa"
"34295",136432,"Akodon aliquantulus"
"34296",3798,"Capra pyrenaica"
"34318",6705,"Dipus sagitta"
"34361",266,"Acomys ignitus"
"34362",136771,"Lepilemur grewcockorum"
"34363",10845,"Iomys horsfieldii"
"34371",136429,"Myotis laniger"
"34373",20297,"Sminthopsis leucopus"
"34386",14199,"Myotis scotti"
"34388",723,"Akodon aerosus"
"34391",13464,"Microtus tatricus"
"34394",12721,"Mallomys aroaensis"
"34396",12893,"Maxomys bartelsii"
"34400",136267,"Cryptotis medellinia"
"34402",136535,"Microtus dogramacii"
"34403",12897,"Maxomys inas"
"34406",2139,"Artibeus planirostris"
"34407",16780,"Petromyscus shortridgei"
"34408",39949,"Cebus apella"
"34410",14201,"Myotis septentrionalis"
"34412",14662,"Nesolagus netscheri"
"34414",16776,"Petromus typicus"
"34415",21792,"Thomasomys taczanowskii"
"34416",2397,"Auliscomys pictus"
"34418",136816,"Apodemus epimelas"
"34421",13356,"Microgale dryas"
"34422",16888,"Phascogale calura"
"34423",14209,"Myotis vivesi"
"34428",21332,"Taeromys punicans"
"34429",22783,"Uroderma magnirostrum"
"34431",41274,"Lepus arcticus"
"34456",6449,"Dendromus vernayi"
"34457",13120,"Melomys fraterculus"
"34458",16856,"Phalanger gymnotis"
"34470",41535,"Cebuella pygmaea"
"34474",739,"Akodon kofordi"
"34477",10957,"Kannabateomys amblyonyx"
"34478",18750,"Pteropus pohlei"
"34481",23060,"Vulpes chama"
"34482",45076,"Gerbilliscus gambiana"
"34484",16873,"Phaner parienti"
"34485",136422,"Rhipidomys macrurus"
"34486",15655,"Otomys laminatus"
"34489",41305,"Lepus corsicanus"
"34493",14918,"Nyctalus lasiopterus"
"34506",136398,"Cryptotis merriami"
"34508",2802,"Bibimys labiosus"
"34509",9485,"Graphiurus microtis"
"34514",13560,"Mimon crenulatum"
"34520",5602,"Crocidura grayi"
"34524",6795,"Dorcopsis hageni"
"34525",11794,"Lepus insularis"
"34526",136360,"Tragulus versicolor"
"34528",1553,"Anomalurus pusillus"
"34530",19337,"Rattus jobiensis"
"34533",3651,"Caluromysiops irrupta"
"34534",19754,"Rousettus amplexicaudatus"
"34660",9680,"Hapalomys longicaudatus"
"34669",136477,"Hipposideros rotalis"
"34670",21524,"Taterillus gracilis"
"34671",29660,"Sorex alpinus"
"34674",10755,"Ia io"
"34677",42577,"Tamias ruficaudus"
"34678",11305,"Lariscus insignis"
"34685",14814,"Niviventer confucianus"
"34687",40570,"Petrogale brachyotis"
"34705",40653,"Galagoides thomasi"
"34709",15001,"Nyctophilus bifax"
"34724",9457,"Grammomys ibeanus"
"34730",18740,"Pteropus melanotus"
"34745",21212,"Sylvilagus transitionalis"
"34750",21360,"Tamias sibiricus"
"34762",8703,"Funambulus sublineatus"
"34769",136722,"Crocidura ramona"
"34771",11511,"Leopardus wiedii"
"34773",10125,"Hipposideros curtus"
"34775",1271,"Andinomys edax"
"34776",42648,"Pseudomys chapmani"
"34777",21152,"Sundamys muelleri"
"34866",136461,"Funisciurus duchaillui"
"34867",13698,"Monodelphis osgoodi"
"34868",14519,"Neofelis nebulosa"
"34887",18272,"Trinomys albispinus"
"34888",41463,"Mogera insularis"
"34891",2540,"Bandicota bengalensis"
"34898",6219,"Dacnomys millardi"
"34903",136483,"Akodon paranaensis"
"34905",15603,"Euryoryzomys legatus"
"34906",8997,"Genetta johnstoni"
"34909",14963,"Nyctimene cephalotes"
"34920",10984,"Kerivoula phalaena"
"34922",41269,"Ochotona rufescens"
"34932",6520,"Diaemus youngi"
"34936",136235,"Cheirogaleus crossleyi"
"34937",136495,"Myotis nipalensis"
"34940",19362,"Rattus simalurensis"
"34944",22045,"Trachypithecus poliocephalus"
"34948",7668,"Emballonura raffrayana"
"34968",16685,"Peromyscus perfulvus"
"34969",21145,"Suncus malayanus"
"34970",39792,"Macaca leonina"
"34972",12354,"Lophuromys luteogaster"
"34973",11062,"Kunsia fronto"
"34976",13382,"Neonycteris pusilla"
"34977",13878,"Mormoops megalophylla"
"34985",2122,"Artibeus anderseni"
"34986",13164,"Meriones libycus"
"34993",3605,"Callosciurus quinquestriatus"
"34994",43912,"Alouatta discolor"
"34995",12518,"Lynx canadensis"
"35004",136753,"Akodon philipmyersi"
"35005",5590,"Crocidura orii"
"35008",42668,"Coccymys ruemmleri"
"35009",567,"Aethomys silindensis"
"35010",136377,"Calomyscus elburzensis"
"35011",17885,"Pogonomys sylvestris"
"35016",11170,"Lagostomus maximus"
"35017",136703,"Gerbillus percivali"
"35019",41705,"Prionodon linsang"
"35040",12375,"Loris tardigradus"
"35042",16971390,"Microcebus arnholdi"
"35043",7911,"Eptesicus serotinus"
"35094",40594,"Setifer setosus"
"35095",10283,"Hybomys univittatus"
"35098",14854,"Notiomys edwardsii"
"35099",21489,"Tarsius dentatus"
"35100",8199,"Eulemur coronatus"
"35101",14151,"Myotis chiloensis"
"35103",15245,"Oligoryzomys destructor"
"35105",136434,"Avahi ramanantsoavanai"
"35106",20721,"Steatomys parvus"
"35109",5616,"Crocidura religiosa"
"35110",5623,"Crocidura caliginea"
"35111",199836,"Thylamys fenestrae"
"35114",136296,"Marmosops bishopi"
"35119",40608,"Hemiechinus collaris"
"35122",11699,"Leptonycteris curasoae"
"35127",4772,"Choeroniscus godmani"
"35129",7626,"Eliurus webbi"
"35131",4683,"Chiropodomys muroides"
"35133",15628,"Genetta piscivora"
"35135",41576,"Cheirogaleus sibreei"
"35136",20296,"Sminthopsis archeri"
"35140",21156,"Sundasciurus jentinki"
"35143",22132,"Trichys fasciculata"
"35146",41324,"Crocidura horsfieldii"
"35150",5764,"Cryptotis gracilis"
"35151",16636,"Perognathus longimembris"
"35157",3905,"Carollia perspicillata"
"35161",17328,"Pipistrellus arabicus"
"35162",2803,"Bibimys torresi"
"35166",4227,"Cercopithecus preussi"
"35174",136574,"Prosciurillus rosenbergii"
"35175",44793,"Glauconycteris egeria"
"35176",2154,"Asellia tridens"
"35986",20411,"Sorex samniticus"
"35987",20720,"Steatomys krebsii"
"35991",2538,"Balionycteris maculata"
"35997",40525,"Antechinus minimus"
"36007",42625,"Microtus canicaudus"
"36008",6268,"Dasymys foxi"
"36009",10981,"Kerivoula papillosa"
"36024",136474,"Laonastes aenigmamus"
"36025",3327,"Bunomys andrewsi"
"36027",18504,"Pseudochirops corinnae"
"36029",42606,"Microdipodops megacephalus"
"36032",5578,"Crocidura nimbae"
"36033",136411,"Myotis rufopictus"
"36038",41493,"Tupaia dorsalis"
"36039",136510,"Macrotarsomys petteri"
"36040",136676,"Akodon pervalens"
"36041",136520,"Cavia intermedia"
"36042",6289,"Dasypus kappleri"
"36043",10596,"Hylomyscus denniae"
"36048",13132,"Melomys rubicola"
"36049",18768,"Pteropus voeltzkowi"
"36050",41530,"Tonatia saurophila"
"36053",15241,"Oligoryzomys andinus"
"36054",1907,"Apodemus alpicola"
