"","id_no","binomial"
"74383",176359,"Atractus pauciscutatus"
"74384",178247,"Namibiana rostrata"
"74385",178475,"Eulamprus heatwolei"
"74386",178645,"Macropholidus annectens"
"74387",63797,"Geophis incomptus"
"74388",192128,"Lycodon ruhstrati"
"74389",61494,"Daboia mauritanica"
"74392",61741,"Zootoca vivipara"
"74393",19243030,"Brachylophus fasciatus"
"74394",172885,"Brookesia decaryi"
"74396",178615,"Stenocercus prionotus"
"74397",178193,"Microgecko depressus"
"74398",176262,"Eunectes deschauenseei"
"74399",191970,"Dendrelaphis subocularis"
"74400",169819,"Sphenomorphus diwata"
"74401",172998,"Voeltzkowia petiti"
"74403",178571,"Plica lumaria"
"74404",184073,"Naja sumatrana"
"74406",172638,"Hemidactylus prashadi"
"74407",177547,"Tropidonophis statistictus"
"74408",64118,"Sceloporus licki"
"74409",172595,"Gerrhopilus tindalli"
"74410",169817,"Oligodon modestum"
"74413",172775,"Lygodactylus guibei"
"74419",164595,"Dolichophis schmidti"
"74422",170374,"Amphibolurus norrisi"
"74423",6012,"Oligosoma oliveri"
"74424",172767,"Lygodactylus blancae"
"74427",172902,"Trachylepis boettgeri"
"74429",164602,"Eirenis rothii"
"74430",176139,"Bavayia geitaina"
"74440",169834,"Sphenomorphus steerei"
"74456",172967,"Pseudoxyrhopus microps"
"74458",13152431,"Chioninia stangeri"
"74459",177449,"Psammophis subtaeniatus"
"74460",172916,"Calumma ambreense"
"74463",172796,"Calumma hafahafa"
"74477",172810,"Lygodactylus intermedius"
"74480",164686,"Eremias acutirostris"
"74481",67009871,"Brookesia minima"
"74483",192050,"Opisthotropis guangxiensis"
"74485",64146,"Sceloporus smaragdinus"
"74486",172868,"Typhlops madagascariensis"
"74488",174143,"Tropidurus arenarius"
"74489",176809,"Gongylosoma scripta"
"74490",164753,"Darevskia raddei"
"74492",63801,"Geophis laticinctus"
"74494",192037,"Lycodon futsingensis"
"74495",178300,"Ameiva chrysolaema"
"74496",178461,"Ophisops jerdonii"
"74497",178623,"Pseudemoia pagenstecheri"
"74498",176741,"Hydrophis lapemoides"
"74499",177444,"Pliocercus euryzonus"
"74500",178443,"Lygosoma anguinum"
"74501",177549,"Calliophis bibroni"
"74502",64063,"Holbrookia elegans"
"74503",178704,"Asaccus platyrhynchus"
"74504",178417,"Anolis olssoni"
"74505",203814,"Cynisca liberiensis"
"74506",176290,"Bradypodion caffer"
"74507",178318,"Amphiglossus melanurus"
"74510",64026,"Micrurus laticollaris"
"74511",178546,"Ablepharus deserti"
"74512",169774,"Sphenomorphus tagapayo"
"74514",64308,"Crotalus adamanteus"
"74573",177537,"Simoselaps australis"
"74574",172586,"Xylophis stenorhynchus"
"74575",203842,"Hemidactylus lamaensis"
"74576",64136,"Sceloporus palaciosi"
"74577",61591,"Vipera aspis"
"74650",64369,"Xenosaurus grandis"
"74661",198461,"Sphaerodactylus glaucus"
"74662",169873,"Brachymeles vermis"
"74670",176260,"Liotyphlops beui"
"74671",177513,"Micrurus langsdorffi"
"74672",63900,"Rhadinaea marcellae"
"74676",61561,"Psammodromus microdactylus"
"74682",64351,"Lepidophyma lineri"
"74683",199604,"Chalcides levitoni"
"74684",178684,"Tropidophorus latiscutatus"
"74685",177501,"Morelia amethistina"
"74686",61505,"Gallotia intermedia"
"74688",16391176,"Marisora roatanae"
"74689",169753,"Sphenomorphus arborens"
"74694",192058,"Ahaetulla fronticincta"
"74695",178330,"Epictia subcrotilla"
"74696",177571,"Sibynophis collaris"
"74697",178447,"Phelsuma mutabilis"
"74698",176204,"Eurydactylodes occidentalis"
"74699",176330,"Alsophis sanctonum"
"74700",176742,"Thalassophis anomalus"
"74701",176805,"Erythrolamprus bizona"
"74702",178520,"Liopholis whitii"
"74703",172917,"Leioheterodon geayi"
"74704",64029,"Micrurus nebularis"
"74706",172884,"Madagascarophis colubrinus"
"74707",176669,"Enhydris longicauda"
"74708",194094,"Cnemaspis gracilis"
"74709",63751,"Coniophanes lateritius"
"74711",164724,"Acanthodactylus robustus"
"74712",170386,"Ctenophorus nuchalis"
"74713",164776,"Darevskia uzzelli"
"74714",174136,"Trachylepis lacertiformis"
"74715",63908,"Rhinocheilus etheridgei"
"74716",170416,"Phrynocephalus versicolor"
"74717",61431,"Phelsuma abbotti"
"74745",64303,"Bothriechis bicolor"
"74749",169878,"Bronchocela marmorata"
"74753",172947,"Brookesia brygooi"
"74756",178446,"Placosoma cordylinum"
"74757",178293,"Lamprolepis nieuwenhuisi"
"74758",199759,"Blaesodactylus ambonihazo"
"74761",64312,"Crotalus basiliscus"
"74763",196600,"Emoia campbelli"
"74764",203316,"Tantilla hendersoni"
"74765",172736,"Furcifer willsii"
"74768",199570,"Platyceps variabilis"
"74769",169786,"Tropidophorus misaminius"
"74774",169699,"Goggia gemmula"
"74775",13155286,"Trachylepis keroanensis"
"74776",176171,"Marmorosphax tricolor"
"74777",176245,"Monopeltis jugularis"
"74778",177508,"Bungarus andamanensis"
"74779",63993,"Thamnophis scaliger"
"74785",64208,"Anolis omiltemanus"
"74786",192110,"Oligodon petronellae"
"74787",178640,"Anadia bitaeniata"
"74788",178735,"Hemidactylus palaichthus"
"74789",178673,"Gekko tawaensis"
"74790",190511,"Fimbrios klossi"
"74791",63942,"Tantilla cucullata"
"74792",176232,"Amphisbaena schmidti"
"74793",172784,"Amphiglossus decaryi"
"74796",177576,"Thamnodynastes corocoroensis"
"74797",178576,"Sphaerodactylus vincenti"
"74798",64240,"Plestiodon skiltonianus"
"74807",194098,"Cnemaspis otai"
"74808",169902,"Tropidonophis negrosensis"
"74814",192139,"Calamaria eiselti"
"74815",172617,"Melanophidium punctatum"
"74816",176630,"Calamaria nuchalis"
"74817",176748,"Aipysurus duboisii"
"74818",176849,"Lycodonomorphus subtaeniatus"
"74819",164768,"Vipera anatolica"
"74821",64180,"Uta stansburiana"
"74899",192116,"Rhabdophis subminiatus"
"74900",170412,"Phrynocephalus melanurus"
"74901",178641,"Mochlus sundevalli"
"74902",199770,"Amphiglossus meva"
"74903",192111,"Oligodon annamensis"
"74904",191926,"Pseudoxenodon macrops"
"74905",61558,"Psammodromus algirus"
"74910",196569,"Salomonelaps par"
"74911",169879,"Eutropis englei"
"74912",63731,"Adelphicos quadrivirgatum"
"74915",178601,"Emoia isolata"
"74916",178202,"Trachylepis vato"
"74917",178203,"Leptotyphlops jacobseni"
"74918",177411,"Oligodon durheimi"
"74919",63824,"Imantodes tennuissimus"
"74920",172833,"Compsophis boulengeri"
"74930",169825,"Cyclocorus nuchalis"
"74936",61456,"Acanthodactylus erythrurus"
"74942",178375,"Uropeltis woodmasoni"
"74943",184108,"Myriopholis algeriensis"
"74944",63732,"Adelphicos sargii"
"74945",196618,"Emoia samoensis"
"74947",64233,"Plestiodon multilineatus"
"74949",64165,"Uma rufopunctata"
"74950",22091,"Tribolonotus ponceleti"
"74951",169844,"Varanus marmoratus"
"74965",176714,"Aipysurus foliosquama"
"74966",64002,"Virginia striatula"
"74968",172890,"Lygodactylus montanus"
"74977",13301028,"Echis jogeri"
"74979",63932,"Symphimus leucostomus"
"74982",176810,"Gonionotophis grantii"
"74983",61581,"Scelarcis perspicillata"
"74990",174120,"Pachydactylus fasciatus"
"74991",178600,"Gloydius saxatilis"
"74992",164739,"Asaccus elisae"
"74998",178515,"Morunasaurus peruvianus"
"74999",170414,"Phrynocephalus strauchi"
"75000",178396,"Gymnophthalmus pleii"
"75001",178670,"Stenocercus scapularis"
"75002",64333,"Crotalus stejnegeri"
"75003",63678,"Abronia graminea"
"75004",196647,"Tribolonotus annectens"
"75005",178239,"Menetia concinna"
"75006",64148,"Sceloporus spinosus"
"75009",178496,"Sphenomorphus tritaeniatus"
"75010",178386,"Anolis fitchi"
"75011",178715,"Mediodactylus walli"
"75012",15185,"Ogmodon vitianus"
"75013",199841,"Acanthodactylus yemenicus"
"75014",61543,"Platyceps collaris"
"75048",64348,"Lepidophyma chicoasensis"
"75049",177441,"Plagiopholis nuchalis"
"75050",164774,"Vipera barani"
"75053",178662,"Cnemaspis podihuna"
"75054",19035,"Pyxis arachnoides"
"75055",164564,"Pseudocerastes fieldi"
"75057",198528,"Tropidodipsas sartorii"
"75058",177442,"Plagiopholis styani"
"75059",177498,"Rhinobothryum bovallii"
"75061",170403,"Japalura fasciata"
"75062",63658,"Phelsuma antanosy"
"75066",176863,"Meizodon plumbiceps"
"75067",203727,"Echis khosatzkii"
"75068",172793,"Paroedura oviceps"
"75071",172687,"Ahaetulla pulverulenta"
"75072",64373,"Xenosaurus platyceps"
"75073",164769,"Lytorhynchus diadema"
"75074",64157,"Sceloporus utiformis"
"75075",176680,"Cerberus rynchops"
"75076",64163,"Uma notata"
"75078",18153878,"Dasypeltis latericia"
"75079",192038,"Oligodon fasciolatus"
"75080",172812,"Compsophis infralineata"
"75086",172942,"Amphiglossus macrocercus"
"75089",64357,"Lepidophyma radula"
"75091",64126,"Sceloporus merriami"
"75093",170398,"Gonocephalus grandis"
"75094",64202,"Anolis microlepidotus"
"75095",64305,"Mixcoatlus barbouri"
"75096",178356,"Phyllodactylus reissii"
"75097",164719,"Eirenis medus"
"75099",172982,"Thamnosophis martae"
"75101",192081,"Calamaria javanica"
"75102",64251,"Aspidoscelis burti"
"75103",13152076,"Tarentola maioensis"
"75104",196616,"Emoia rennellensis"
"75105",192150,"Calamaria gimletti"
"75107",63845,"Masticophis aurigulus"
"75108",178347,"Anolis lionotus"
"75109",172763,"Oplurus cuvieri"
"75115",63985,"Thamnophis ordinoides"
"75137",64295,"Typhlops tenuis"
"75138",178261,"Nephrurus wheeleri"
"75139",202422,"Rhadinella tolpanorum"
"75140",157254,"Psammodromus manuelae"
"75141",172871,"Typhlops mucronatus"
"75155",176848,"Lycodonomorphus bicolor"
"75156",178259,"Proablepharus reginae"
"75157",21707,"Thamnophis hammondii"
"75160",196588,"Perochirus scutellatus"
"75161",178539,"Scincella vandenburghi"
"75162",164583,"Eremias pleskei"
"75163",199735,"Pristurus insignis"
"75164",169897,"Varanus cumingi"
"75170",203654,"Typhlops stadelmani"
"75171",61528,"Dalmatolacerta oxycephala"
"75183",164576,"Darevskia derjugini"
"75186",176759,"Hydrophis melanosoma"
"75187",177410,"Oligodon cyclurus"
"75188",61584,"Timon pater"
"75191",203525,"Geophis downsi"
"75192",63680,"Abronia lythrochila"
"75195",176132,"Rhacodactylus auriculatus"
"75201",192158,"Sinonatrix percarinata"
"75202",176628,"Calamaria modesta"
"75203",178492,"Anolis pinchoti"
"75204",64201,"Anolis megapholidotus"
"75205",63917,"Sibon dimidiatus"
"75207",63823,"Hypsiglena torquata"
"75225",176298,"Brookesia therezieni"
"75228",169899,"Sphenomorphus acutus"
"75233",178744,"Liolaemus arambarensis"
"75234",9865,"Heloderma suspectum"
"75235",176158,"Dierogekko nehoueensis"
"75236",172795,"Brookesia peyrierasi"
"75239",178299,"Ebenavia inunguis"
"75265",176200,"Dierogekko insularis"
"75269",196601,"Emoia concolor"
"75716",46591,"Crocodylus novaeguineae"
"75717",176828,"Liophidium therezieni"
"75721",63899,"Rhadinaea macdougalli"
"75722",178717,"Gonatodes hasemani"
"75723",177541,"Micrurus dissoleucus"
"75724",177814,"Cnemaspis koehleri"
"75725",176174,"Oedodera marmorata"
"75726",178196,"Trachylepis margaritifera"
"75727",203013,"Abronia aurita"
"75729",64117,"Sceloporus lemosespinali"
"75730",164607,"Ablepharus bivittatus"
"75740",194917,"Oligodon venustus"
"75741",176261,"Liotyphlops schubarti"
"75742",178504,"Ptenopus kochi"
"75743",15635,"Osteolaemus tetraspis"
"75744",62255,"Vipera ammodytes"
"75947",192173,"Sinomicrurus sauteri"
"75948",178495,"Atheris chlorechis"
"75949",178360,"Epictia collaris"
"75950",176284,"Xenocalamus michellii"
"75951",178574,"Liolaemus flavipiceus"
"75952",64329,"Crotalus pusillus"
"75955",192212,"Xenelaphis hexagonotus"
"75957",192138,"Euprepiophis mandarinus"
"75960",203338,"Adelphicos veraepacis"
"75961",178184,"Scelotes mossambicus"
"75962",61466,"Algyroides nigropunctatus"
"76095",164601,"Mediodactylus spinicauda"
"76098",172748,"Brookesia karchei"
"76100",64048,"Phyllodactylus partidus"
"76102",172640,"Cnemaspis beddomei"
"76103",190631,"Senticolis triaspis"
"76104",194103,"Hemidactylus aaronbaueri"
"76105",203606,"Trimetopon viquezi"
"76106",63830,"Lampropeltis mexicana"
"76107",64022,"Micrurus distans"
"76109",63986,"Thamnophis postremus"
"76112",172683,"Eublepharis fuscus"
"76113",198486,"Sphenomorphus incertus"
"76114",64001,"Tropidodipsas repleta"
"76116",64193,"Anolis duellmani"
"76117",176830,"Liophidium vaillanti"
"76119",164736,"Vipera lotievi"
"76120",176757,"Aipysurus eydouxii"
"76121",178316,"Gehyra pilbara"
"76122",64265,"Aspidoscelis flagellicauda"
"76126",192099,"Achalinus rufescens"
"76128",199598,"Acanthocercus adramitanus"
"76129",178313,"Anolis strahmi"
"76130",177512,"Urotheca guentheri"
"76132",193443,"Calamaria abramovi"
"76133",63758,"Conophis lineatus"
"76137",164690,"Trapelus lessonae"
"76138",172908,"Amphiglossus splendidus"
"76147",172959,"Lygodactylus ornatus"
"76150",178252,"Dasia olivacea"
"76151",176212,"Lioscincus steindachneri"
"76154",61562,"Ptyodactylus oudrii"
"76156",192080,"Cylindrophis ruffus"
"76157",199569,"Myriopholis burii"
"76158",177439,"Philothamnus irregularis"
"76159",178579,"Ameiva maynardii"
"76160",203056,"Echinosaura panamensis"
"76164",178295,"Liolaemus duellmani"
"76165",177907,"Anolis pogus"
"76166",195346,"Emoia nigra"
"76167",172692,"Coluber gracilis"
"76168",64110,"Sceloporus heterolepis"
"76169",169832,"Parvoscincus sisoni"
"76170",170423,"Pseudocophotis sumatrana"
"76171",61546,"Podarcis erhardii"
"76296",176345,"Apostolepis phillipsae"
"76297",199760,"Paroedura sanctijohannis"
"76307",203195,"Helminthophis frontalis"
"76309",169759,"Sphenomorphus coxi"
"76315",29483,"Acanthodactylus nilsoni"
"76316",169890,"Typhlops luzonensis"
"76319",178403,"Liolaemus nigromaculatus"
"76320",176258,"Ophisaurus wegneri"
"76321",172782,"Trachylepis aureopunctata"
"76325",13152120,"Tarentola caboverdiana"
"76326",193262,"Lygodactylus roavolana"
"76332",64033,"Micrurus tener"
"76333",178310,"Liolaemus austromendocinus"
"76334",191959,"Typhlops giandinhensis"
"76335",177524,"Morelia viridis"
"76336",176788,"Dipsas catesbyi"
"76337",8070,"Erymnochelys madagascariensis"
"76338",169765,"Dryocalamus philippinus"
"76340",164754,"Eirenis eiselti"
"76341",29479,"Abronia frosti"
"76342",191911,"Pararhabdophis chapaensis"
"76343",178028,"Varanus glauerti"
"76344",176164,"Nannoscincus exos"
"76345",63746,"Chionactis palarostris"
"76346",176180,"Celatiscincus similis"
"76348",192169,"Python brongersmai"
"76349",196650,"Tribolonotus schmidti"
"76350",61587,"Trapelus savignii"
"76352",174091,"Diploglossus lessonae"
"76353",29452,"Bavayia exsuccida"
"76367",63994,"Thamnophis sumichrasti"
"76368",178505,"Echis megalocephalus"
"76369",203305,"Oxybelis wilsoni"
"76370",5670,"Crocodylus rhombifer"
"76371",13300856,"Typhlops caecatus"
"76372",178208,"Gekko swinhonis"
"76373",176722,"Hydrophis nigrocinctus"
"76374",172774,"Calumma gastrotaenia"
"76375",178353,"Liolaemus williamsi"
"76376",178442,"Eulamprus sokosoma"
"76377",178372,"Epictia tricolor"
"76378",13152405,"Chioninia nicolauensis"
"76379",5661,"Crocodylus intermedius"
"76380",196563,"Dendrelaphis salomonis"
"76381",203017,"Abronia meledona"
"76382",64041,"Phyllodactylus bugastrolepis"
"76383",174105,"Micrurus isozonus"
"76384",63884,"Regina alleni"
"76385",199729,"Pristurus guichardi"
"76386",178513,"Afrotyphlops blanfordii"
"76387",170408,"Paralaudakia lehmanni"
"76388",176210,"Caledoniscincus terma"
"76389",64134,"Sceloporus orcutti"
"76397",63786,"Geagras redimitus"
"76398",64337,"Crotalus transversus"
"76399",196612,"Emoia nigromarginata"
"76400",61565,"Rhinechis scalaris"
"76408",176730,"Hydrophis czeblukovi"
"76409",178738,"Phyllodactylus interandinus"
"76410",63759,"Conophis morai"
"76411",172746,"Paracontias hafa"
"76417",169766,"Sibynophis bivittatus"
"76442",178214,"Varanus salvator"
"76443",192125,"Calamaria battersbyi"
"76444",172649,"Rhabdops olivaceus"
"76445",172987,"Lygodactylus heterurus"
"76454",172838,"Lygodactylus decaryi"
"76464",63861,"Pantherophis emoryi"
"76468",64267,"Aspidoscelis gularis"
"76469",164581,"Eublepharis turcmenicus"
"76470",164723,"Acanthodactylus orientalis"
"76471",172837,"Lygodactylus bivittis"
"76474",63829,"Lampropeltis herrerae"
"76476",199777,"Rhabdophis adleri"
"76477",64262,"Aspidoscelis dixoni"
"76479",199747,"Typhlops socotranus"
"76480",178212,"Lygodactylus grandisonae"
"76481",64365,"Xantusia gracilis"
"76482",64147,"Sceloporus smithi"
"76483",64353,"Lepidophyma lowei"
"76484",169877,"Lepidodactylus balioburius"
"76486",61461,"Acanthodactylus savignyi"
"76487",64323,"Crotalus mitchellii"
"76499",192040,"Orthriophis moellendorfi"
"76500",176789,"Dipsas chaparensis"
"76501",172944,"Brookesia thieli"
"76504",64034,"Coleonyx brevis"
"76505",176312,"Chamaeleo senegalensis"
"76506",164770,"Darevskia sapphirina"
"76507",169867,"Draco jareckii"
"76508",63703,"Elgaria multicarinata"
"76520",176130,"Hemidactylus frenatus"
"76526",192240,"Calamaria lumholtzi"
"76528",203072,"Sceloporus malachiticus"
"76534",170368,"Agama boueti"
"76535",176796,"Dipsas peruana"
"76536",178346,"Varanus exanthematicus"
"76537",192059,"Xenochrophis vitattus"
"76538",196644,"Sphenomorphus transversus"
"76539",178667,"Prasinohaema flavipes"
"76540",178683,"Bachia trisanale"
"76541",61567,"Saurodactylus brosseti"
"76546",64166,"Uma scoparia"
"76547",203632,"Micrurus stuarti"
"76548",170369,"Agama cornii"
"76549",190620,"Blythia reticulata"
"76550",172734,"Thamnosophis epistibes"
"76554",178392,"Hemidactylus smithi"
"76555",169687,"Notechis scutatus"
"76556",192031,"Oligodon ningshaanensis"
"76557",178328,"Crocodilurus amazonicus"
"76558",178437,"Acanthodactylus haasi"
"76560",178361,"Austrotyphlops proximus"
"76561",63694,"Barisia levicollis"
"76562",176811,"Helicops scalaris"
"76563",64045,"Phyllodactylus homolepidurus"
"76565",172854,"Langaha alluaudi"
"76566",178472,"Acontias breviceps"
"76567",203631,"Micrurus stewarti"
"76568",176745,"Hydrophis macdowelli"
"76569",17793,"Podarcis filfolensis"
"76573",169764,"Tropidophorus partelloi"
"76574",193445,"Calamaria gialaiensis"
"76575",63777,"Eridiphas marcosensis"
"76576",63847,"Masticophis bilineatus"
"76579",178533,"Anolis monticola"
"76580",178575,"Anolis valencienni"
"76581",176292,"Bradypodion transvaalense"
"76582",19036,"Pyxis planicauda"
"76583",196584,"Lepidodactylus shebae"
"76584",203336,"Trimorphodon quadruplex"
"76590",178518,"Liolaemus fitzingerii"
"76591",199728,"Pristurus abdelkuri"
"76594",46590,"Crocodylus niloticus"
"76595",63659,"Pseudoxyrhopus kely"
"76606",192071,"Xenochrophis maculatus"
"76607",64228,"Plestiodon gilberti"
"76610",63874,"Pituophis ruthveni"
"76617",203047,"Coleonyx mitratus"
"76621",176856,"Lystrophis histricus"
"76622",178722,"Typhlops koshunensis"
"76623",63699,"Celestus ingridae"
"76624",16391167,"Marisora magnacornae"
"76625",13264485,"Polemon acanthias"
"76626",64371,"Xenosaurus penai"
"76627",172706,"Eurylepis poonaensis"
"76628",172925,"Calumma hilleniusi"
"76649",172952,"Paragehyra petiti"
"76650",178382,"Orraya occultus"
"76651",190514,"Xenodermus javanicus"
"76652",192033,"Calamaria gracilima"
"76653",199607,"Acanthodactylus tilburyi"
"76657",191936,"Achalinus meiguensis"
"76658",178324,"Tetradactylus africanus"
"76660",64009,"Crotaphytus grismeri"
"76661",191987,"Opisthotropis kuatunensis"
"76662",176235,"Amphisbaena absaberi"
"76663",172878,"Brookesia bonsi"
"76665",178428,"Trilepida joshuai"
"76666",177422,"Oligodon torquatus"
"76668",164697,"Iranolacerta brandtii"
"76670",169788,"Lycodon muelleri"
"76674",17797,"Podarcis milensis"
"76680",18517,"Cordylus spinosus"
"76681",169758,"Lipinia zamboangensis"
"76682",172900,"Typhlops decorsei"
"76686",169812,"Gerrhopilus hedraeus"
"76693",176688,"Heurnia ventromaculata"
"76694",178341,"Cordylosaurus subtessellatus"
"76695",61547,"Podarcis gaigeae"
"76702",192106,"Oligodon hamptoni"
"76703",172756,"Uroplatus giganteus"
"76707",178536,"Anolis marron"
"76708",177416,"Oligodon lacroixi"
"76709",172792,"Uroplatus ebenaui"
"76711",176808,"Geophis ruthveni"
"76715",63888,"Rhadinaea bogertorum"
"76716",178439,"Gonatodes seigliei"
"76717",169838,"Cyrtodactylus annulatus"
"76994",172776,"Phelsuma vanheygeni"
"76996",157266,"Zamenis longissimus"
"77239",172844,"Brookesia ebenaui"
"77241",61482,"Chalcides mionecton"
"77242",64374,"Xenosaurus rectocollaris"
"77243",198403,"Rhadinella posadasi"
"77244",192230,"Pseudoxenodon bambusicola"
"77245",191927,"Opisthotropis daovantieni"
"77246",192233,"Amphiesma kerinciense"
"77247",177585,"Sibynomorphus ventrimaculatus"
"77248",170387,"Ctenophorus ornatus"
"77249",176338,"Anoplohydrus aemulans"
"77250",176138,"Rhacodactylus trachyrhynchus"
"77260",178545,"Strophurus jeanae"
"77261",176744,"Hydrophis fasciatus"
"77262",178243,"Acontias plumbeus"
"77263",169837,"Sphenomorphus abdictus"
"77279",172861,"Calumma nasutum"
"77282",176343,"Apostolepis goiasensis"
"77283",196566,"Tropidonophis hypomelas"
"77284",199609,"Acanthodactylus gongrorhynchatus"
"77285",174133,"Ristella rurkii"
"77286",176321,"Rhampholeon marshalli"
"77287",61532,"Macroprotodon brevis"
"77291",64368,"Xantusia vigilis"
"77299",176223,"Uromastyx ocellata"
"77300",61516,"Iberolacerta martinezricai"
"77301",196642,"Sphenomorphus tanneri"
"77302",64021,"Micrurus diastema"
"77303",203847,"Hemidactylus pseudomuriceus"
"77304",64215,"Anolis simmonsi"
"77305",63968,"Tantillita canula"
"77306",176754,"Hydrophis lamberti"
"77307",169767,"Varanus nuchalis"
"77319",169823,"Draco ornatus"
"77327",176346,"Apostolepis polylepis"
"77328",64143,"Sceloporus serrifer"
"77329",176826,"Liopeltis rappi"
"77330",61439,"Pamelaescincus gardineri"
"77339",64115,"Sceloporus jalapae"
"77340",174109,"Afroedura nivaria"
"77342",178211,"Larutia miodactyla"
"77343",14665363,"Lygodactylus williamsi"
"77344",164744,"Anatololacerta danfordi"
"77345",172811,"Paracontias tsararano"
"77346",177564,"Rhadinella serperaster"
"77349",157257,"Alsophylax pipiens"
"77350",174114,"Tenuidactylus elongatus"
"77351",164640,"Pseudocerastes persicus"
"77352",169768,"Naja philippinensis"
"77356",62232,"Morelia spilota"
"77357",177534,"Lycodryas carleti"
"77358",192015,"Dendrelaphis kopsteini"
"77360",169807,"Gekko mindorensis"
"77370",64252,"Aspidoscelis calidipes"
"77371",191950,"Calamaria crassa"
"77372",203792,"Agama boensis"
"77373",177552,"Thamnodynastes pallidus"
"77374",63966,"Tantilla yaquia"
"77377",178493,"Bothrops lutzi"
"77378",178323,"Leiocephalus melanochlorus"
"77379",63893,"Rhadinella hannsteini"
"77380",61464,"Algyroides fitzingeri"
"77388",176684,"Enhydris jagorii"
"77389",61472,"Chalcides bedriagai"
"77404",176344,"Apostolepis multicincta"
"77405",177829,"Phelsuma andamanense"
"77406",178706,"Anolis festae"
"77407",196635,"Sphenomorphus cranei"
"77408",197496,"Lepidophyma smithii"
"77409",63947,"Tantilla hobartsmithi"
"77423",203184,"Lepidophyma mayae"
"77425",176244,"Monopeltis guentheri"
"77426",63956,"Tantilla relicta"
"77437",172797,"Blaesodactylus antongilensis"
"77440",176177,"Dierogekko koniambo"
"77441",176762,"Hydrophis melanocephalus"
"77442",64322,"Crotalus lorenzoensis"
"77443",192178,"Opisthotropis tamdaoensis"
"77444",61428,"Ailuronyx seychellensis"
"77460",61574,"Tarentola boettgeri"
"77463",157287,"Lacerta strigata"
"77465",177529,"Tropidonophis punctiventris"
"77466",61458,"Acanthodactylus maculatus"
"77469",192024,"Rhabdophis nigrocinctus"
"77470",157288,"Lacerta agilis"
"77472",199600,"Uromastyx thomasi"
"77474",64355,"Lepidophyma occulor"
"77475",169889,"Brachymeles tridactylus"
"77480",172757,"Typhlops ocularis"
"77486",172930,"Brookesia ambreensis"
"77489",61451,"Ablepharus rueppellii"
"77493",164597,"Paralaudakia microlepis"
"77494",164665,"Ophiomorus nuchalis"
"77495",178368,"Homonota fasciata"
"77496",63972,"Thamnophis butleri"
"77500",64039,"Coleonyx variegatus"
"77571",176323,"Rhampholeon spinosus"
"77572",196627,"Geomyersia glabra"
"77573",178551,"Isopachys roulei"
"77574",193501,"Typhlops rajeryi"
"77576",176790,"Dipsas nicholsi"
"77579",63979,"Thamnophis exsul"
"77580",172825,"Amphiglossus reticulatus"
"77583",176191,"Bavayia sauvagii"
"77613",16391113,"Marisora alliacea"
"77615",178478,"Anolis muralla"
"77616",64051,"Phyllodactylus xanti"
"77650",172584,"Ristella travancorica"
"77651",17800,"Podarcis pityusensis"
"77662",63949,"Tantilla jani"
"77663",176215,"Bavayia montana"
"77671",178201,"Sphaerodactylus difficilis"
"77672",64059,"Rena maxima"
"77677",63702,"Elgaria kingii"
"77680",177577,"Taeniophallus nebularis"
"77681",178249,"Stenocercus imitator"
"77682",178649,"Ctenotus gagudju"
"77683",178241,"Sphaerodactylus klauberi"
"77684",176703,"Cerberus australis"
"77685",178730,"Anolis centralis"
"77686",199762,"Phelsuma pasteuri"
"77691",191935,"Oligodon chinensis"
"77693",178371,"Phyllurus gulbaru"
"77694",178678,"Leposoma percarinatum"
"77695",191981,"Oligodon annulifer"
"77696",169839,"Draco guentheri"
"77706",63919,"Sibon linearis"
"77707",164572,"Eirenis rechingeri"
"77708",172662,"Cnemaspis ornata"
"77709",11113,"Lacerta schreiberi"
"77720",169853,"Pseudorabdion talonuran"
"77721",172934,"Furcifer balteatus"
"77727",63743,"Chilomeniscus savagei"
"77728",61455,"Acanthodactylus blanci"
"77733",13151975,"Latastia siebenrocki"
"77734",1555,"Anomochilus leonardi"
"77735",172859,"Amphiglossus mandokava"
"77738",177502,"Lycodryas inopinae"
"77739",63807,"Geophis nigrocinctus"
"77741",203588,"Sibon annulatus"
"77743",63835,"Leptodeira frenata"
"77746",178450,"Liolaemus platei"
"77747",178530,"Cnemaspis jacobsoni"
"77748",176141,"Eurydactylodes symmetricus"
"77754",176201,"Bavayia goroensis"
"77755",10800,"Iguana delicatissima"
"77774",164631,"Eremias andersoni"
"77775",176674,"Enhydris chinensis"
"77776",64101,"Sceloporus edwardtaylori"
"77777",203318,"Tantilla lempira"
"77780",13152807,"Mochlus brevicaudis"
"77781",176234,"Amphisbaena tragorrhectes"
"77782",64264,"Aspidoscelis exsanguis"
"77783",192236,"Calamaria borneensis"
"77784",178229,"Gerrhosaurus skoogi"
"77785",172892,"Leioheterodon madagascariensis"
"77787",64328,"Crotalus pricei"
"77792",178634,"Melanoseps ater"
"77794",164757,"Spalerosophis microlepis"
"77797",196004,"Paracontias vermisaurus"
"77798",197495,"Lepidophyma flavimaculatum"
"77799",164728,"Mesalina brevirostris"
"77800",170375,"Aphaniotis fusca"
"77801",177446,"Prosymna angolensis"
"77802",177566,"Siphlophis worontzowi"
"77803",61552,"Podarcis raffonei"
"77807",63848,"Masticophis schotti"
"77808",176318,"Trioceros montium"
"77809",178365,"Pseudemoia baudini"
